School,Score,Latitude,Longitude,Suburb,Post,geometry
Wandin North Primary School,79,-37.7698551,145.409764201241,Woori Yallock,3139,POINT (145.409764201241 -37.7698551)
Wandin Yallock Primary School,77,-37.7897634,145.43623618881,Woori Yallock,3139,POINT (145.43623618881 -37.7897634)
Woori Yallock Primary School,75,-37.7673231,145.5325855,Woori Yallock,3139,POINT (145.5325855 -37.7673231)
Dixons Creek Primary School,89,-37.6195428,145.4098799,Yarra Glen,3775,POINT (145.4098799 -37.6195428)
Yarra Junction Primary School,94,-37.776867,145.6028862,Yarra Junction,3797,POINT (145.6028862 -37.776867)
Gladysdale Primary School,73,-37.791755,145.6229829,Yarra Junction,3797,POINT (145.6229829 -37.791755)
St Joseph's School,71,-37.7999354,145.6084902,Yarra Junction,3797,POINT (145.6084902 -37.7999354)
Launching Place Primary School,91,-37.7818572,145.5708173,Yellingbo,3139,POINT (145.5708173 -37.7818572)
Seville Primary School,84,-37.7742942,145.4677832,Yellingbo,3139,POINT (145.4677832 -37.7742942)
Wandin North Primary School,79,-37.7698551,145.409764201241,Yellingbo,3139,POINT (145.409764201241 -37.7698551)
Wandin Yallock Primary School,77,-37.7897634,145.43623618881,Yellingbo,3139,POINT (145.43623618881 -37.7897634)
Woori Yallock Primary School,75,-37.7673231,145.5325855,Yellingbo,3139,POINT (145.5325855 -37.7673231)
Ruyton Girls' School,97,-37.8101435,145.0389824,Kew,3101,POINT (145.0389824 -37.8101435)
Beaumaris Primary School,94,-37.9937615,145.0362616,Beaumaris,3193,POINT (145.0362616 -37.9937615)
Beaumaris North Primary School,92,-37.9743101,145.0353139,Beaumaris,3193,POINT (145.0353139 -37.9743101)
St Joseph's School,89,-37.9775764,145.0343113,Beaumaris,3193,POINT (145.0343113 -37.9775764)
Stella Maris Primary School,80,-37.9851779,145.0412878,Beaumaris,3193,POINT (145.0412878 -37.9851779)
Sacred Heart Parish School,96,,,Kew,3101,POINT (nan nan)
Beaumaris Primary School,94,-37.9937615,145.0362616,Black Rock,3193,POINT (145.0362616 -37.9937615)
Beaumaris North Primary School,92,-37.9743101,145.0353139,Black Rock,3193,POINT (145.0353139 -37.9743101)
St Joseph's School,89,-37.9775764,145.0343113,Black Rock,3193,POINT (145.0343113 -37.9775764)
Stella Maris Primary School,80,-37.9851779,145.0412878,Black Rock,3193,POINT (145.0412878 -37.9851779)
Kew East Primary School,97,,,Kew East,3102,POINT (nan nan)
Haileybury College,100,,,Keysborough,3173,POINT (nan nan)
Lighthouse Christian College,98,-38.0010828,145.1429856,Keysborough,3173,POINT (145.1429856 -38.0010828)
St James Catholic Primary School,94,,,Brighton,3186,POINT (nan nan)
Brighton Primary School,94,-37.9129458,145.0014871,Brighton,3186,POINT (145.0014871 -37.9129458)
Brighton Beach Primary School,93,-37.922343,144.9960391,Brighton,3186,POINT (144.9960391 -37.922343)
Elsternwick Primary School,87,-37.8924731,144.9968151,Brighton,3186,POINT (144.9968151 -37.8924731)
Northside Christian College,96,-37.6944696,145.0568305,Kingsbury,3083,POINT (145.0568305 -37.6944696)
Malvern Primary School,98,-37.870899,145.037929676474,Malvern East,3145,POINT (145.037929676474 -37.870899)
St Finbar's School,89,-37.9158967,145.0180337,Brighton East,3187,POINT (145.0180337 -37.9158967)
Kilvington Grammar School,99,-37.9000905,145.0411966,McKinnon,3204,POINT (145.0411966 -37.9000905)
St Mary's Primary School,94,,,Hampton,3188,POINT (nan nan)
St Paul's Primary School,97,,,McKinnon,3204,POINT (nan nan)
St Catherine's School,89,,,Hampton East,3189,POINT (nan nan)
Moorabbin Primary School,86,,,Hampton East,3189,POINT (nan nan)
St Agnes' Primary School,83,,,Highett,3190,POINT (nan nan)
Sandringham Primary School,95,-37.9479081,145.0081853,Sandringham,3191,POINT (145.0081853 -37.9479081)
Sandringham East Primary School,94,-37.9569664,145.023103,Sandringham,3191,POINT (145.023103 -37.9569664)
Sacred Heart School,88,,,Sandringham,3191,POINT (nan nan)
Macclesfield Primary School,82,-37.8624169,145.478664,Avonsleigh,3782,POINT (145.478664 -37.8624169)
Koo Wee Rup Primary School,77,-38.1933825,145.4957699,Bayles,3981,POINT (145.4957699 -38.1933825)
St John the Baptist School,73,,,Bayles,3981,POINT (nan nan)
Bayles Regional Primary School,72,-38.1720592,145.5575015,Bayles,3981,POINT (145.5575015 -38.1720592)
Timbarra P-9 College,78,,,Beaconsfield,3807,POINT (nan nan)
Beaconsfield Primary School,76,-38.0487288,145.3711168,Beaconsfield,3807,POINT (145.3711168 -38.0487288)
Cardinia Primary School,88,-38.1450552,145.4158968,Cardinia,3978,POINT (145.4158968 -38.1450552)
Hillcrest Christian College,86,-38.0854763,145.362433,Cardinia,3978,POINT (145.362433 -38.0854763)
Clyde Primary School,86,-38.1327527,145.3278483,Cardinia,3978,POINT (145.3278483 -38.1327527)
Koo Wee Rup Primary School,77,-38.1933825,145.4957699,Catani,3981,POINT (145.4957699 -38.1933825)
St John the Baptist School,73,,,Catani,3981,POINT (nan nan)
Bayles Regional Primary School,72,-38.1720592,145.5575015,Catani,3981,POINT (145.5575015 -38.1720592)
Macclesfield Primary School,82,-37.8624169,145.478664,Clematis,3782,POINT (145.478664 -37.8624169)
Garfield Primary School,78,-38.0919487,145.6782276,Cora Lynn,3814,POINT (145.6782276 -38.0919487)
Koo Wee Rup Primary School,77,-38.1933825,145.4957699,Dalmore,3981,POINT (145.4957699 -38.1933825)
St John the Baptist School,73,,,Dalmore,3981,POINT (nan nan)
Bayles Regional Primary School,72,-38.1720592,145.5575015,Dalmore,3981,POINT (145.5575015 -38.1720592)
Macclesfield Primary School,82,-37.8624169,145.478664,Emerald,3782,POINT (145.478664 -37.8624169)
Garfield Primary School,78,-38.0919487,145.6782276,Garfield,3814,POINT (145.6782276 -38.0919487)
Gembrook Primary School,77,-37.9515479,145.5436147,Gembrook,3783,POINT (145.5436147 -37.9515479)
Timbarra P-9 College,78,,,Guys Hill,3807,POINT (nan nan)
Beaconsfield Primary School,76,-38.0487288,145.3711168,Guys Hill,3807,POINT (145.3711168 -38.0487288)
Koo Wee Rup Primary School,77,-38.1933825,145.4957699,Koo Wee Rup,3981,POINT (145.4957699 -38.1933825)
St John the Baptist School,73,,,Koo Wee Rup,3981,POINT (nan nan)
Bayles Regional Primary School,72,-38.1720592,145.5575015,Koo Wee Rup,3981,POINT (145.5575015 -38.1720592)
St James Catholic School,81,-38.0730287,145.5719541,Maryknoll,3812,POINT (145.5719541 -38.0730287)
Nar Nar Goon Primary School,75,-38.0890035,145.6639494,Maryknoll,3812,POINT (145.6639494 -38.0890035)
Longwarry Primary School,65,-38.1143948,145.7690767,Modella,3816,POINT (145.7690767 -38.1143948)
St James Catholic School,81,-38.0730287,145.5719541,Nar Nar Goon,3812,POINT (145.5719541 -38.0730287)
Nar Nar Goon Primary School,75,-38.0890035,145.6639494,Nar Nar Goon,3812,POINT (145.6639494 -38.0890035)
Officer Primary School,66,-38.0589075,145.4102014,Officer,3809,POINT (145.4102014 -38.0589075)
Lakeside Lutheran College,85,,,Pakenham,3810,POINT (nan nan)
Pakenham Lakeside Primary School,78,,,Pakenham,3810,POINT (nan nan)
Pakenham Consolidated School,72,-38.0650725,145.4649075,Pakenham,3810,POINT (145.4649075 -38.0650725)
Pakenham Springs Primary School,71,,,Pakenham,3810,POINT (nan nan)
Lakeside Lutheran College,85,,,Toomuc Valley,3810,POINT (nan nan)
Pakenham Lakeside Primary School,78,,,Toomuc Valley,3810,POINT (nan nan)
Pakenham Consolidated School,72,-38.0650725,145.4649075,Toomuc Valley,3810,POINT (145.4649075 -38.0650725)
Pakenham Springs Primary School,71,,,Toomuc Valley,3810,POINT (nan nan)
Mckinnon Primary School,97,,,McKinnon,3204,POINT (nan nan)
Casey Grammar School,94,-38.1108069,145.2925876,Tooradin North,3977,POINT (145.2925876 -38.1108069)
Courtenay Gardens Primary School,91,-38.0808652,145.2836667,Tooradin North,3977,POINT (145.2836667 -38.0808652)
St Agatha's Primary School,77,,,Tooradin North,3977,POINT (nan nan)
Cranbourne East Primary School,73,-38.1062966,145.3037486,Tooradin North,3977,POINT (145.3037486 -38.1062966)
Skye Primary School,72,-38.1169706,145.201113924279,Tooradin North,3977,POINT (145.201113924279 -38.1169706)
Cranbourne South Primary School,72,,,Tooradin North,3977,POINT (nan nan)
Cranbourne Park Primary School,71,-38.1030944,145.2781668,Tooradin North,3977,POINT (145.2781668 -38.1030944)
Cranbourne Primary School,70,-38.1113106,145.2886838,Tooradin North,3977,POINT (145.2886838 -38.1113106)
Rangebank Primary School,69,-38.0867344,145.2724689,Tooradin North,3977,POINT (145.2724689 -38.0867344)
St Thomas Aquinas College,70,-38.0692649,145.6204213,Tynong,3813,POINT (145.6204213 -38.0692649)
Melbourne Grammar School,98,-37.8369866,144.9759111,Melbourne,3004,POINT (144.9759111 -37.8369866)
Beaconhills College,93,-38.0503327,145.3571187,Berwick,3806,POINT (145.3571187 -38.0503327)
Berwick Primary School,91,-38.0441704,145.3539974,Berwick,3806,POINT (145.3539974 -38.0441704)
Brentwood Park Primary School,89,-38.0578895,145.3408036,Berwick,3806,POINT (145.3408036 -38.0578895)
St Michael's School,86,-38.0348737,145.3556529,Berwick,3806,POINT (145.3556529 -38.0348737)
St Catherine's Catholic Primary School,83,,,Berwick,3806,POINT (nan nan)
Berwick Lodge Primary School,78,-38.0330103,145.3427496,Berwick,3806,POINT (145.3427496 -38.0330103)
Berwick Fields Primary School,75,,,Berwick,3806,POINT (nan nan)
Harkaway Primary School,75,-38.0018861,145.3546571,Berwick,3806,POINT (145.3546571 -38.0018861)
Berwick Chase Primary School,73,,,Berwick,3806,POINT (nan nan)
Tooradin Primary School,81,-38.2071593,145.3769556,Blind Bight,3980,POINT (145.3769556 -38.2071593)
Mentone Girls' Grammar School,98,-37.99193,145.0656282,Mentone,3194,POINT (145.0656282 -37.99193)
Casey Grammar School,94,-38.1108069,145.2925876,Cannons Creek,3977,POINT (145.2925876 -38.1108069)
Courtenay Gardens Primary School,91,-38.0808652,145.2836667,Cannons Creek,3977,POINT (145.2836667 -38.0808652)
St Agatha's Primary School,77,,,Cannons Creek,3977,POINT (nan nan)
Cranbourne East Primary School,73,-38.1062966,145.3037486,Cannons Creek,3977,POINT (145.3037486 -38.1062966)
Skye Primary School,72,-38.1169706,145.201113924279,Cannons Creek,3977,POINT (145.201113924279 -38.1169706)
Cranbourne South Primary School,72,,,Cannons Creek,3977,POINT (nan nan)
Cranbourne Park Primary School,71,-38.1030944,145.2781668,Cannons Creek,3977,POINT (145.2781668 -38.1030944)
Cranbourne Primary School,70,-38.1113106,145.2886838,Cannons Creek,3977,POINT (145.2886838 -38.1113106)
Rangebank Primary School,69,-38.0867344,145.2724689,Cannons Creek,3977,POINT (145.2724689 -38.0867344)
Cardinia Primary School,88,-38.1450552,145.4158968,Clyde,3978,POINT (145.4158968 -38.1450552)
Hillcrest Christian College,86,-38.0854763,145.362433,Clyde,3978,POINT (145.362433 -38.0854763)
Clyde Primary School,86,-38.1327527,145.3278483,Clyde,3978,POINT (145.3278483 -38.1327527)
Cardinia Primary School,88,-38.1450552,145.4158968,Clyde North,3978,POINT (145.4158968 -38.1450552)
Hillcrest Christian College,86,-38.0854763,145.362433,Clyde North,3978,POINT (145.362433 -38.0854763)
Clyde Primary School,86,-38.1327527,145.3278483,Clyde North,3978,POINT (145.3278483 -38.1327527)
Mentone Grammar School,96,-37.9856532,145.0620139,Mentone,3194,POINT (145.0620139 -37.9856532)
Casey Grammar School,94,-38.1108069,145.2925876,Cranbourne,3977,POINT (145.2925876 -38.1108069)
Courtenay Gardens Primary School,91,-38.0808652,145.2836667,Cranbourne,3977,POINT (145.2836667 -38.0808652)
St Agatha's Primary School,77,,,Cranbourne,3977,POINT (nan nan)
Cranbourne East Primary School,73,-38.1062966,145.3037486,Cranbourne,3977,POINT (145.3037486 -38.1062966)
Skye Primary School,72,-38.1169706,145.201113924279,Cranbourne,3977,POINT (145.201113924279 -38.1169706)
Cranbourne South Primary School,72,,,Cranbourne,3977,POINT (nan nan)
Cranbourne Park Primary School,71,-38.1030944,145.2781668,Cranbourne,3977,POINT (145.2781668 -38.1030944)
Cranbourne Primary School,70,-38.1113106,145.2886838,Cranbourne,3977,POINT (145.2886838 -38.1113106)
Rangebank Primary School,69,-38.0867344,145.2724689,Cranbourne,3977,POINT (145.2724689 -38.0867344)
Albert Park Primary School,97,-37.8406778,144.9558743,Middle Park,3206,POINT (144.9558743 -37.8406778)
Casey Grammar School,94,-38.1108069,145.2925876,Devon Meadows,3977,POINT (145.2925876 -38.1108069)
Courtenay Gardens Primary School,91,-38.0808652,145.2836667,Devon Meadows,3977,POINT (145.2836667 -38.0808652)
St Agatha's Primary School,77,,,Devon Meadows,3977,POINT (nan nan)
Cranbourne East Primary School,73,-38.1062966,145.3037486,Devon Meadows,3977,POINT (145.3037486 -38.1062966)
Skye Primary School,72,-38.1169706,145.201113924279,Devon Meadows,3977,POINT (145.201113924279 -38.1169706)
Cranbourne South Primary School,72,,,Devon Meadows,3977,POINT (nan nan)
Cranbourne Park Primary School,71,-38.1030944,145.2781668,Devon Meadows,3977,POINT (145.2781668 -38.1030944)
Cranbourne Primary School,70,-38.1113106,145.2886838,Devon Meadows,3977,POINT (145.2886838 -38.1113106)
Rangebank Primary School,69,-38.0867344,145.2724689,Devon Meadows,3977,POINT (145.2724689 -38.0867344)
Holy Family School,65,-37.987464,145.2394187,Doveton,3177,POINT (145.2394187 -37.987464)
Holy Family School,65,-37.987464,145.2394187,Eumemmerring,3177,POINT (145.2394187 -37.987464)
Rangeview Primary School,98,-37.8287982,145.205808544981,Mitcham,3132,POINT (145.205808544981 -37.8287982)
Casey Grammar School,94,-38.1108069,145.2925876,Five Ways,3977,POINT (145.2925876 -38.1108069)
Courtenay Gardens Primary School,91,-38.0808652,145.2836667,Five Ways,3977,POINT (145.2836667 -38.0808652)
St Agatha's Primary School,77,,,Five Ways,3977,POINT (nan nan)
Cranbourne East Primary School,73,-38.1062966,145.3037486,Five Ways,3977,POINT (145.3037486 -38.1062966)
Skye Primary School,72,-38.1169706,145.201113924279,Five Ways,3977,POINT (145.201113924279 -38.1169706)
Cranbourne South Primary School,72,,,Five Ways,3977,POINT (nan nan)
Cranbourne Park Primary School,71,-38.1030944,145.2781668,Five Ways,3977,POINT (145.2781668 -38.1030944)
Cranbourne Primary School,70,-38.1113106,145.2886838,Five Ways,3977,POINT (145.2886838 -38.1113106)
Rangebank Primary School,69,-38.0867344,145.2724689,Five Ways,3977,POINT (145.2724689 -38.0867344)
St Kevin's School,81,-38.0420228,145.266054,Hampton Park,3976,POINT (145.266054 -38.0420228)
Kilberry Valley Primary School,74,-38.0343346,145.2797902,Hampton Park,3976,POINT (145.2797902 -38.0343346)
Coral Park Primary School,73,-38.0408828,145.2745572,Hampton Park,3976,POINT (145.2745572 -38.0408828)
Hampton Park Primary School,67,-38.0301493,145.251985,Hampton Park,3976,POINT (145.251985 -38.0301493)
River Gum Primary School,64,-38.033999,145.2541217,Hampton Park,3976,POINT (145.2541217 -38.033999)
Mont Albert Primary School,99,-37.8148609,145.1021821,Mont Albert,3127,POINT (145.1021821 -37.8148609)
Beaconhills College,93,-38.0503327,145.3571187,Harkaway,3806,POINT (145.3571187 -38.0503327)
Berwick Primary School,91,-38.0441704,145.3539974,Harkaway,3806,POINT (145.3539974 -38.0441704)
Brentwood Park Primary School,89,-38.0578895,145.3408036,Harkaway,3806,POINT (145.3408036 -38.0578895)
St Michael's School,86,-38.0348737,145.3556529,Harkaway,3806,POINT (145.3556529 -38.0348737)
St Catherine's Catholic Primary School,83,,,Harkaway,3806,POINT (nan nan)
Berwick Lodge Primary School,78,-38.0330103,145.3427496,Harkaway,3806,POINT (145.3427496 -38.0330103)
Berwick Fields Primary School,75,,,Harkaway,3806,POINT (nan nan)
Harkaway Primary School,75,-38.0018861,145.3546571,Harkaway,3806,POINT (145.3546571 -38.0018861)
Berwick Chase Primary School,73,,,Harkaway,3806,POINT (nan nan)
Lynbrook Primary School,80,-38.0565284,145.2515755,Lynbrook,3975,POINT (145.2515755 -38.0565284)
Lyndhurst Primary School,72,,,Lynbrook,3975,POINT (nan nan)
Oatlands Primary School,92,-38.0020961,145.31185,Narre Warren,3805,POINT (145.31185 -38.0020961)
Don Bosco Primary School,84,,,Narre Warren,3805,POINT (nan nan)
Hallam Primary School,82,,,Narre Warren,3805,POINT (nan nan)
Strathaird Primary School,81,,,Narre Warren,3805,POINT (nan nan)
Trinity Catholic Primary School,79,-38.056204,145.298418,Narre Warren,3805,POINT (145.298418 -38.056204)
Narre Warren South P-12 College,75,-38.0468394,145.28946,Narre Warren,3805,POINT (145.28946 -38.0468394)
Fleetwood Primary School,74,,,Narre Warren,3805,POINT (nan nan)
Hillsmeade Primary School,73,-38.0673298,145.3090348,Narre Warren,3805,POINT (145.3090348 -38.0673298)
Heritage College,70,-38.05046075,145.317246318381,Narre Warren,3805,POINT (145.317246318381 -38.05046075)
Fountain Gate Primary School,69,-38.0110504,145.3070264,Narre Warren,3805,POINT (145.3070264 -38.0110504)
Pearcedale Primary School,84,-38.2032063,145.2312381,Pearcedale,3912,POINT (145.2312381 -38.2032063)
Somerville Primary School,74,-38.2238808,145.1971409,Pearcedale,3912,POINT (145.1971409 -38.2238808)
Somerville Rise Primary School,73,-38.2308051,145.169968,Pearcedale,3912,POINT (145.169968 -38.2308051)
St Brendan's Primary School,72,-38.2348512,145.1675876,Pearcedale,3912,POINT (145.1675876 -38.2348512)
Tooradin Primary School,81,-38.2071593,145.3769556,Tooradin,3980,POINT (145.3769556 -38.2071593)
Tooradin Primary School,81,-38.2071593,145.3769556,Warneet,3980,POINT (145.3769556 -38.2071593)
Cornish College,92,-38.0499195,145.1521811,Bangholme,3175,POINT (145.1521811 -38.0499195)
Dandenong North Primary School,90,,,Bangholme,3175,POINT (nan nan)
Lyndale Greens Primary School,87,,,Bangholme,3175,POINT (nan nan)
St Elizabeth's School,83,,,Bangholme,3175,POINT (nan nan)
Rosewood Downs Primary School,80,-37.9443286,145.2138939,Bangholme,3175,POINT (145.2138939 -37.9443286)
St Gerard's Primary School,74,,,Bangholme,3175,POINT (nan nan)
Wooranna Park Primary School,69,-37.9598642,145.211855489314,Bangholme,3175,POINT (145.211855489314 -37.9598642)
St Mary's Primary School,66,,,Bangholme,3175,POINT (nan nan)
Dandenong South Primary School,65,-37.9991701,145.2122695,Bangholme,3175,POINT (145.2122695 -37.9991701)
Dandenong Primary School,65,-37.9879696,145.2192293,Bangholme,3175,POINT (145.2192293 -37.9879696)
Cornish College,92,-38.0499195,145.1521811,Dandenong,3175,POINT (145.1521811 -38.0499195)
Dandenong North Primary School,90,,,Dandenong,3175,POINT (nan nan)
Lyndale Greens Primary School,87,,,Dandenong,3175,POINT (nan nan)
St Elizabeth's School,83,,,Dandenong,3175,POINT (nan nan)
Rosewood Downs Primary School,80,-37.9443286,145.2138939,Dandenong,3175,POINT (145.2138939 -37.9443286)
St Gerard's Primary School,74,,,Dandenong,3175,POINT (nan nan)
Wooranna Park Primary School,69,-37.9598642,145.211855489314,Dandenong,3175,POINT (145.211855489314 -37.9598642)
